Ligand_ID,Mean_Affinity,Time
DB16891,-8.01,14.53335977
DB16879,-8.01,16.83246207
DB08450,-8.01,12.07058048
DB07404,-8.01,14.29609323
DB15006,-8.01,17.41651654
DB07891,-8.01,18.32051206
DB12513,-8.01,13.67963338
DB00820,-8.01,11.97048974
DB13129,-8.01,11.54517722
DB06246,-8.01,12.87910104
DB08299,-8,9.975740433
DB11737,-8,10.78635263
DB08093,-8,9.372350693
DB01619,-8,9.370312691
DB11845,-8,18.94950318
DB18304,-8,16.09041643
DB08011,-8,13.31236315
DB12225,-8,24.58374214
DB12491,-8,16.70844722
DB01678,-8,21.3339932
DB00901,-8,16.63701534
DB16173,-8,17.08139682
DB06626,-8,12.97560477
DB06588,-8,12.13728142
DB12303,-7.99,14.90390587
DB15583,-7.99,22.08022285
DB12280,-7.99,15.98586226
DB03802,-7.99,15.33630228
DB04612,-7.99,15.69434309
DB04495,-7.99,25.97397208
DB17049,-7.99,13.21552205
DB16657,-7.99,21.52275133
DB13953,-7.99,14.4381032
DB17040,-7.99,13.28569865
DB01395,-7.98,11.4092803
DB13857,-7.98,7.086487293
DB02194,-7.98,19.3429873
DB17543,-7.98,16.09266901
DB14627,-7.98,13.30622196
DB03523,-7.98,13.58253479
DB05611,-7.98,13.33315611
DB15047,-7.98,18.00750279
DB16292,-7.98,12.7704668
DB17131,-7.98,20.4302423
DB04477,-7.98,21.99741769
DB06997,-7.98,13.34883642
DB12382,-7.98,16.12248731
DB07680,-7.98,18.70422888
DB11701,-7.98,13.63705015
DB17030,-7.98,20.99710536
DB06933,-7.98,14.87913203
DB05414,-7.97,16.2038703
DB05104,-7.97,17.95045137
DB01721,-7.97,25.96076226
DB01434,-7.97,7.195076466
DB17149,-7.97,23.6143415
DB15465,-7.97,8.525062084
DB15068,-7.97,18.07338929
DB18064,-7.97,18.5484581
DB16058,-7.97,15.41742015
DB06876,-7.97,14.79951215
DB04270,-7.97,19.42729545
DB06401,-7.97,21.48524356
DB08051,-7.97,17.09268165
DB07450,-7.97,17.73030186
DB12470,-7.97,16.00842381
DB12207,-7.97,17.24897075
DB08159,-7.97,12.30512404
DB07630,-7.97,18.37894893
DB06169,-7.96,12.85918117
DB12012,-7.96,17.52767205
DB12658,-7.96,15.32090068
DB12812,-7.96,16.19111562
DB04886,-7.96,14.16415834
DB18041,-7.96,14.82438278
DB18077,-7.96,30.04208469
DB15190,-7.96,15.92721677
DB01496,-7.96,15.23588824
DB18095,-7.94,21.40535665
DB12535,-7.94,13.73331904
DB12522,-7.94,18.47377086
DB11794,-7.94,16.19930816
DB07026,-7.94,15.15169001
DB08386,-7.94,17.04140186
DB16138,-7.94,13.77936172
DB07666,-7.94,13.15136123
DB06847,-7.94,11.9919982
DB08091,-7.94,17.08188701
DB01215,-7.94,11.4163754
DB18057,-7.94,16.30566502
DB01200,-7.94,22.39190006
DB00619,-7.94,14.82633829
DB00246,-7.94,17.95941448
DB07545,-7.94,13.67903996
DB08384,-7.94,15.81644034
DB16299,-7.94,19.55399418
DB15247,-7.94,13.68051887
DB17525,-7.94,17.07317233
DB18061,-7.93,12.71722221
DB03231,-7.93,25.40177083
DB11971,-7.93,16.40835261
DB14679,-7.93,15.82782292
DB18479,-7.93,23.25490594
DB01624,-7.93,16.32722926
DB06311,-7.93,26.53646278
DB17015,-7.93,18.55543947
DB00773,-7.93,22.71742082
DB07717,-7.93,17.19631362
DB12297,-7.93,22.31548882
DB12796,-7.93,14.85693598
DB02398,-7.93,13.06018615
DB12694,-7.92,22.98364091
DB04759,-7.92,16.44280839
DB06212,-7.92,19.31391644
DB01051,-7.92,24.96194506
DB04264,-7.92,19.09562922
DB06882,-7.92,13.03420115
DB12394,-7.92,13.5863235
DB09319,-7.92,19.0262208
DB06844,-7.92,18.15599251
DB07041,-7.92,17.59309816
DB04583,-7.92,13.91613317
DB08698,-7.92,8.900724649
DB06137,-7.91,16.36870813
DB00455,-7.91,8.232905149
DB00637,-7.91,20.46220779
DB04882,-7.91,21.49126124
DB16038,-7.91,24.84932256
DB08111,-7.91,9.605347157
DB11262,-7.91,21.11008286
DB16182,-7.91,18.1575048
DB14218,-7.91,27.19841909
DB14844,-7.91,12.4342432
DB12247,-7.91,23.08631134
DB12138,-7.91,33.86985493
DB08772,-7.91,19.11940384
DB07296,-7.91,10.09545135
DB03234,-7.91,11.92417407
DB02715,-7.91,16.37747216
DB05423,-7.91,11.89335895
DB06080,-7.91,11.71274877
DB01336,-7.9,12.83475184
DB00276,-7.9,11.10235167
DB15358,-7.9,16.43274903
DB12960,-7.9,17.6268599
DB13520,-7.9,14.42321014
DB12001,-7.9,15.75588393
DB12285,-7.9,20.86616611
DB13799,-7.9,6.496121168
DB14661,-7.9,23.41736436
DB16266,-7.9,18.19078231
DB07360,-7.9,18.09980106
DB07025,-7.9,19.90522432
DB07020,-7.9,13.11406398
DB07186,-7.9,21.32182121
DB04480,-7.9,18.27642107
DB04131,-7.9,16.09488177
DB05812,-7.9,8.265014172
DB05490,-7.89,15.64692163
DB13066,-7.89,11.88201475
DB01876,-7.89,15.2866025
DB16928,-7.89,7.394614935
DB06420,-7.89,15.15432715
DB07319,-7.89,12.71511889
DB03104,-7.89,20.66826177
DB00137,-7.89,17.78491521
DB15325,-7.89,28.14996791
DB12137,-7.89,17.56239748
DB11853,-7.88,20.83794832
DB12645,-7.88,14.71499276
DB12742,-7.88,12.5587244
DB14916,-7.88,15.38086176
DB16032,-7.88,19.17137599
DB07608,-7.88,22.07638574
DB12253,-7.88,15.43782234
DB13042,-7.88,17.3573525
DB04867,-7.88,19.80119562
DB03367,-7.88,17.07857561
DB15287,-7.88,22.75137281
DB05575,-7.88,13.20735621
DB04903,-7.88,15.2808044
DB08861,-7.88,24.56025481
DB14895,-7.87,22.87407804
DB05706,-7.87,19.86299706
DB15909,-7.87,13.96752739
DB12129,-7.87,11.77159953
DB01167,-7.87,26.70859575
DB07031,-7.87,10.16124344
DB04823,-7.87,10.79025102
DB15830,-7.87,9.921420336
DB08044,-7.87,16.80418468
DB04006,-7.87,14.94823647
DB04154,-7.87,15.3453567
DB06635,-7.87,17.49353909
DB00266,-7.86,11.43322277
DB00984,-7.86,12.66425776
DB01977,-7.86,13.51211262
DB11704,-7.86,17.18595099
DB11984,-7.86,25.23097897
DB04760,-7.86,19.75838923
DB04885,-7.86,15.98292732
DB16458,-7.86,15.61078501
DB07266,-7.86,15.17033219
DB08444,-7.86,14.98100019
DB08538,-7.86,15.92516875
DB08324,-7.86,11.94470072
DB07830,-7.86,13.19635963
DB03141,-7.86,24.21509361
DB15444,-7.86,30.50858688
DB18391,-7.86,13.20853305
DB17046,-7.86,14.05341434
DB16859,-7.86,26.99865413
DB07426,-7.84,21.35927963
DB08749,-7.84,11.24130583
DB08500,-7.84,13.53447056
DB08487,-7.84,19.7038269
DB07978,-7.84,15.58509612
DB12776,-7.84,20.61629176
DB04881,-7.84,18.09119344
DB13397,-7.84,10.7713511
DB08883,-7.84,18.40237546
DB17079,-7.84,21.68237615
DB06519,-7.84,22.10936093
DB07595,-7.84,12.64241195
DB02235,-7.84,10.83431625
DB11773,-7.84,19.87936449
DB16068,-7.84,18.8263464
DB18268,-7.84,18.21365786
DB18110,-7.84,17.92422557
DB14918,-7.84,12.43735051
DB13841,-7.84,14.78066421
DB16927,-7.84,16.87774968
DB03982,-7.83,15.91531777
DB07528,-7.83,12.68526983
DB12996,-7.83,26.05548429
DB08220,-7.83,11.8741467
DB08553,-7.83,13.71353745
DB12540,-7.83,16.75448918
DB01095,-7.83,18.62812757
DB04607,-7.83,23.02332616
DB11551,-7.83,7.726249456
DB02336,-7.83,26.3828249
DB17582,-7.83,19.58027577
DB11273,-7.83,26.49772668
DB05861,-7.83,13.50005269
DB15009,-7.83,15.181427
DB08534,-7.82,16.89213133
DB08278,-7.82,24.29420042
DB15120,-7.82,14.34527206
DB08619,-7.82,13.40687871
DB11804,-7.82,22.48014021
DB09115,-7.82,7.747633457
DB13454,-7.82,15.50570846
DB12020,-7.82,11.98924899
DB12875,-7.82,15.3888526
DB08912,-7.82,18.48687315
DB05450,-7.82,8.421152592
DB12640,-7.82,23.36330748
DB02102,-7.82,26.24938202
DB00997,-7.82,21.27020502
DB17171,-7.82,29.67872477
DB00675,-7.81,13.21933174
DB15268,-7.81,17.70586896
DB02354,-7.81,16.37834191
DB01349,-7.81,21.25226402
DB16066,-7.81,25.4191463
DB06816,-7.81,13.0163939
DB07326,-7.81,21.21497226
DB08147,-7.81,19.51967287
DB13490,-7.81,21.63402939
DB12899,-7.81,17.42371106
DB07698,-7.81,18.57575226
DB12720,-7.8,17.01756883
DB03326,-7.8,32.09063125
DB07765,-7.8,21.2428987
DB07689,-7.8,21.37775803
DB07859,-7.8,13.53475451
DB16191,-7.8,12.35611176
DB06833,-7.8,12.42166948
DB13563,-7.8,7.454606056
DB15055,-7.8,18.37273288
DB17418,-7.8,16.43611956
DB14017,-7.8,18.70670819
DB02329,-7.8,14.82768011
DB00444,-7.79,26.92051888
DB01807,-7.79,12.3645401
