Ligand_ID,Mean_Affinity,Time
DB04704,-8.18,17.7737577
DB06248,-8.18,36.42335248
DB07675,-8.18,24.28355479
DB07186,-8.18,33.28336692
DB07237,-8.18,27.18553877
DB06933,-8.18,32.89967251
DB07970,-8.18,20.30243301
DB11965,-8.18,29.60362148
DB08150,-8.18,21.74151683
DB12122,-8.18,30.3725493
DB12082,-8.18,25.46328926
DB12415,-8.18,18.73383403
DB12651,-8.18,18.61753368
DB09030,-8.18,27.94917011
DB13874,-8.17,20.7033112
DB07263,-8.17,29.56737399
DB09295,-8.17,28.84691334
DB13126,-8.17,25.92193127
DB07704,-8.17,18.87961125
DB08708,-8.17,20.0876646
DB07847,-8.17,23.71302247
DB06625,-8.17,22.61404705
DB07698,-8.17,20.24780965
DB06370,-8.17,31.7115202
DB17709,-8.17,26.37732053
DB15589,-8.17,21.58826995
DB03368,-8.16,35.8913312
DB07833,-8.16,20.30349064
DB12114,-8.16,30.43856788
DB12301,-8.16,23.10533547
DB00687,-8.16,39.57133412
DB17059,-8.16,23.37389946
DB16300,-8.16,26.82391548
DB15327,-8.16,36.09934497
DB02194,-8.16,26.43272829
DB03642,-8.16,51.90843725
DB04845,-8.16,22.60291386
DB12706,-8.16,25.03113914
DB07021,-8.14,24.99668384
DB07144,-8.14,27.94190383
DB18578,-8.14,28.59452462
DB01721,-8.14,31.86598086
DB00972,-8.14,46.41729212
DB16193,-8.14,21.01034689
DB01418,-8.14,19.31678033
DB06923,-8.14,23.59054947
DB01830,-8.14,29.91819978
DB18299,-8.14,24.22567415
DB06163,-8.14,36.663589
DB08159,-8.14,18.51331019
DB12720,-8.14,22.78742003
DB11789,-8.14,23.09597564
DB08747,-8.14,21.5981338
DB03619,-8.13,44.76832724
DB08901,-8.13,38.31527066
DB17568,-8.13,25.1050837
DB01349,-8.13,26.03271174
DB04014,-8.13,17.09590888
DB15343,-8.13,30.6255424
DB00224,-8.13,64.79633689
DB15068,-8.13,38.38297629
DB12669,-8.13,23.2267909
DB12024,-8.13,29.97418618
DB06684,-8.13,28.29258776
DB07486,-8.13,28.55300331
DB04888,-8.13,23.10164165
DB07333,-8.13,32.7172997
DB17760,-8.12,26.90197444
DB15055,-8.12,35.93485069
DB13814,-8.12,30.81484962
DB15675,-8.12,28.41026664
DB07811,-8.12,17.9092145
DB09268,-8.12,30.76816154
DB07067,-8.12,28.89564681
DB03268,-8.12,49.71808457
DB08184,-8.12,15.62609482
DB16111,-8.12,31.33378744
DB01261,-8.12,31.33242226
DB15685,-8.12,25.716084
DB12580,-8.12,29.22501755
DB12253,-8.12,28.19722128
DB12272,-8.12,28.84490108
DB11562,-8.12,23.82832432
DB11521,-8.12,23.85322189
DB08241,-8.11,19.41056013
DB11921,-8.11,28.91695166
DB07688,-8.11,23.97237921
DB07686,-8.11,25.12432122
DB08437,-8.11,26.22846365
DB05016,-8.11,20.05696917
DB04591,-8.11,29.54391003
DB07140,-8.11,23.42460179
DB07538,-8.11,30.91223049
DB15273,-8.11,32.44646001
DB11703,-8.11,32.58396173
DB11614,-8.11,26.82871103
DB00471,-8.11,82.07518125
DB15333,-8.11,30.67450261
DB00845,-8.11,46.64630127
DB14555,-8.11,18.45911527
DB12309,-8.11,23.80958366
DB08487,-8.11,26.3819778
DB15310,-8.1,31.70761657
DB00398,-8.1,60.13904643
DB18715,-8.1,21.08572817
DB17113,-8.1,22.11454964
DB00522,-8.1,42.93280697
DB02510,-8.1,29.70691538
DB00713,-8.1,73.62638593
DB11491,-8.1,33.86728024
DB12776,-8.1,20.70529366
DB12836,-8.1,25.14748383
DB06169,-8.1,29.1224587
DB07142,-8.1,26.56953406
DB00353,-8.1,45.0352807
DB16048,-8.1,34.93756151
DB11883,-8.1,34.20126796
DB06853,-8.1,37.81495953
DB07091,-8.1,30.0662117
DB07126,-8.1,26.00686622
DB06409,-8.1,29.04907823
DB07049,-8.1,31.91397214
DB03596,-8.1,51.27182198
DB05608,-8.1,22.26341343
DB05796,-8.1,24.92956376
DB07268,-8.1,30.30323076
DB08532,-8.1,19.98767257
DB15232,-8.09,37.59254789
